year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2011,5,4,14,48.0,8.0,16.0,1009.0,SE,75.1,0.0,0.0
2010,4,21,5,26.0,-2.0,12.0,1022.0,NW,4.91,0.0,0.0
2010,9,8,9,81.0,17.0,21.0,1017.0,cv,0.89,0.0,0.0
2012,7,5,4,94.0,21.0,22.0,1002.0,SE,3.13,0.0,1.0
2012,10,6,0,189.0,12.0,14.0,1022.0,NE,1.79,0.0,0.0
2011,9,28,11,282.0,17.0,21.0,1015.0,cv,3.56,0.0,0.0
2014,7,2,19,98.0,21.0,24.0,1002.0,SE,5.37,0.0,0.0
2010,1,20,7,49.0,-9.0,1.0,1027.0,NW,41.59,0.0,0.0
2010,4,1,13,35.0,-17.0,12.0,1020.0,NW,147.94,0.0,0.0
2013,7,16,5,33.0,20.0,22.0,996.0,NW,9.84,0.0,0.0
2011,5,20,6,46.0,-7.0,17.0,1013.0,NW,36.22,0.0,0.0
2012,11,23,23,95.0,-10.0,3.0,1024.0,SE,16.98,0.0,0.0
2013,3,8,8,323.0,0.0,7.0,1006.0,cv,0.89,0.0,0.0
2010,2,23,10,142.0,-6.0,0.0,1009.0,NW,1.79,0.0,0.0
2012,11,29,4,131.0,-11.0,-6.0,1024.0,NW,1.79,0.0,0.0
2012,5,4,22,116.0,5.0,23.0,1009.0,SE,36.65,0.0,0.0
2013,3,5,11,172.0,-8.0,9.0,1018.0,cv,3.56,0.0,0.0
2011,10,1,13,23.0,-3.0,22.0,1024.0,NW,35.77,0.0,0.0
2010,5,18,11,37.0,9.0,19.0,1002.0,NW,45.59,0.0,0.0
2014,10,20,6,187.0,11.0,11.0,1016.0,cv,1.78,0.0,0.0
2014,10,28,12,90.0,3.0,13.0,1027.0,cv,4.46,0.0,0.0
2014,4,8,13,175.0,3.0,23.0,1013.0,SE,3.13,0.0,0.0
2013,5,28,4,100.0,16.0,18.0,1004.0,SE,23.7,0.0,0.0
2010,2,2,4,104.0,-12.0,-10.0,1028.0,cv,0.89,0.0,0.0
2011,1,13,21,120.0,-18.0,-7.0,1025.0,NW,4.02,0.0,0.0
2014,1,2,11,102.0,-8.0,4.0,1020.0,cv,0.89,0.0,0.0
2011,1,23,2,13.0,-23.0,-8.0,1032.0,NW,103.72,0.0,0.0
2011,7,12,15,112.0,21.0,30.0,1008.0,SE,8.05,0.0,0.0
2010,1,21,4,15.0,-23.0,-8.0,1038.0,NW,111.29,0.0,0.0
2012,2,5,18,132.0,-14.0,1.0,1017.0,SE,12.96,0.0,0.0
2010,3,10,5,85.0,-14.0,-7.0,1025.0,NW,7.15,0.0,0.0
2011,11,24,19,273.0,-5.0,-1.0,1027.0,cv,0.45,0.0,0.0
2011,2,7,12,151.0,-8.0,3.0,1015.0,SE,1.79,0.0,0.0
2011,1,20,16,47.0,-22.0,-1.0,1028.0,SE,1.79,0.0,0.0
2010,10,28,11,67.0,-1.0,12.0,1029.0,NW,18.33,0.0,0.0
2014,3,27,13,306.0,1.0,15.0,1013.0,SE,19.21,0.0,0.0
2010,1,19,1,383.0,-5.0,-1.0,1024.0,NW,4.92,0.0,0.0
2010,5,27,17,72.0,16.0,20.0,1015.0,NW,11.18,0.0,6.0
2010,2,22,20,81.0,-7.0,-1.0,1014.0,cv,0.89,0.0,0.0
2012,10,12,6,173.0,6.0,11.0,1014.0,cv,6.23,0.0,0.0
2012,8,16,3,88.0,20.0,21.0,1010.0,cv,0.89,0.0,0.0
2014,5,10,9,55.0,7.0,17.0,1017.0,SE,6.71,0.0,0.0
2013,9,15,5,16.0,5.0,16.0,1014.0,NW,8.04,0.0,0.0
2011,11,6,5,78.0,7.0,8.0,1028.0,NE,2.68,0.0,0.0
2010,3,23,12,59.0,-8.0,12.0,1022.0,SE,21.9,0.0,0.0
2012,9,19,13,17.0,5.0,29.0,1009.0,cv,0.89,0.0,0.0
2011,4,21,4,171.0,7.0,16.0,1009.0,NE,5.37,0.0,0.0
2013,5,15,3,77.0,7.0,17.0,1014.0,SE,1.79,0.0,0.0
2011,2,27,21,29.0,-8.0,0.0,1027.0,NE,73.29,0.0,0.0
2013,7,17,1,32.0,18.0,22.0,1005.0,cv,1.78,0.0,0.0
2011,11,21,17,165.0,-2.0,5.0,1026.0,SE,8.5,0.0,0.0
2011,8,12,7,125.0,24.0,26.0,1004.0,SE,0.89,0.0,0.0
2012,9,15,17,26.0,6.0,25.0,1019.0,SE,6.26,0.0,0.0
2010,4,20,5,87.0,7.0,8.0,1018.0,SE,4.47,0.0,0.0
2013,6,13,8,112.0,15.0,22.0,1009.0,NE,4.92,0.0,0.0
2014,12,4,6,6.0,-21.0,-6.0,1027.0,NE,1.79,0.0,0.0
2011,11,1,7,256.0,11.0,12.0,1022.0,cv,1.78,0.0,0.0
2012,11,26,21,54.0,-11.0,-1.0,1019.0,SE,12.06,0.0,0.0
2011,11,16,5,186.0,2.0,3.0,1026.0,cv,0.89,0.0,0.0
2014,7,14,6,21.0,17.0,22.0,1003.0,NW,9.83,0.0,0.0
2013,12,6,22,269.0,-5.0,-1.0,1020.0,NE,0.89,0.0,0.0
2011,5,17,23,250.0,16.0,21.0,997.0,NW,3.13,0.0,0.0
2011,9,20,0,64.0,9.0,11.0,1021.0,NE,0.89,0.0,0.0
2010,4,19,3,382.0,9.0,14.0,1011.0,NW,1.79,0.0,0.0
2014,12,31,8,8.0,-22.0,-5.0,1034.0,NW,150.18,0.0,0.0
2010,4,29,12,15.0,-9.0,17.0,1013.0,NW,67.49,0.0,0.0
2014,10,17,0,85.0,3.0,8.0,1018.0,cv,0.89,0.0,0.0
2013,4,18,15,7.0,-20.0,14.0,1021.0,NE,9.83,0.0,0.0
2014,7,27,3,86.0,16.0,26.0,1010.0,SE,54.98,0.0,0.0
2013,1,28,17,490.0,-4.0,1.0,1020.0,SE,6.71,0.0,0.0
2010,10,4,14,24.0,6.0,23.0,1017.0,SE,1.79,0.0,0.0
2012,7,7,23,163.0,21.0,27.0,1002.0,SE,47.83,0.0,0.0
2012,9,15,13,26.0,7.0,26.0,1020.0,cv,1.78,0.0,0.0
2010,12,23,6,11.0,-24.0,-5.0,1033.0,NW,37.1,0.0,0.0
2014,9,17,11,29.0,11.0,20.0,1022.0,cv,0.89,0.0,0.0
2011,3,23,8,30.0,-18.0,6.0,1027.0,NW,127.85,0.0,0.0
2010,4,16,8,235.0,3.0,6.0,1018.0,NW,12.96,0.0,0.0
2012,4,2,12,52.0,-7.0,11.0,1015.0,SE,3.58,0.0,0.0
2010,10,29,4,72.0,0.0,3.0,1028.0,NW,1.79,0.0,0.0
2010,6,13,3,153.0,17.0,22.0,1006.0,SE,12.96,0.0,0.0
2010,2,14,17,16.0,-23.0,-2.0,1032.0,NE,21.9,0.0,0.0
2013,11,1,7,178.0,2.0,4.0,1027.0,cv,0.45,0.0,0.0
2014,2,27,7,11.0,-18.0,2.0,1030.0,NW,64.83,0.0,0.0
2012,1,29,17,46.0,-19.0,-2.0,1032.0,SE,1.79,0.0,0.0
2014,10,7,4,104.0,7.0,8.0,1020.0,NW,0.89,0.0,0.0
2011,5,25,3,51.0,11.0,18.0,1014.0,SE,171.66,0.0,0.0
2011,4,12,8,103.0,-4.0,12.0,1016.0,cv,0.89,0.0,0.0
2012,3,22,3,260.0,2.0,6.0,1019.0,NW,3.13,0.0,0.0
2010,1,29,16,36.0,-23.0,6.0,1020.0,NW,72.42,0.0,0.0
2010,12,22,21,24.0,-21.0,1.0,1025.0,NE,18.78,0.0,0.0
2013,1,15,21,181.0,-9.0,-8.0,1026.0,cv,1.79,0.0,0.0
2014,11,5,4,174.0,0.0,4.0,1016.0,cv,0.89,0.0,0.0
2014,6,24,21,57.0,16.0,27.0,1003.0,SE,32.62,0.0,0.0
2010,7,29,14,178.0,27.0,33.0,995.0,SE,14.31,0.0,0.0
2014,5,7,2,127.0,8.0,12.0,1003.0,cv,2.23,0.0,0.0
2013,8,18,9,16.0,15.0,29.0,1009.0,NE,8.04,0.0,0.0
2013,1,5,9,40.0,-23.0,-7.0,1030.0,NE,4.92,0.0,0.0
2011,2,25,3,72.0,-6.0,-4.0,1030.0,SE,0.89,0.0,0.0
2012,9,3,20,8.0,7.0,20.0,1014.0,NW,63.02,0.0,0.0
2010,10,7,14,348.0,13.0,22.0,1015.0,SE,4.92,0.0,0.0
2010,5,18,14,64.0,7.0,24.0,999.0,SE,7.15,0.0,0.0
2013,10,10,10,21.0,1.0,20.0,1010.0,NW,11.18,0.0,0.0
2012,10,12,9,123.0,6.0,11.0,1014.0,cv,8.9,0.0,0.0
2013,11,22,8,57.0,-6.0,0.0,1026.0,NW,20.12,0.0,0.0
2012,1,13,1,60.0,-14.0,-7.0,1028.0,NW,15.65,0.0,0.0
2014,3,16,13,75.0,-12.0,16.0,1016.0,SE,4.02,0.0,0.0
2010,11,25,13,54.0,-14.0,6.0,1024.0,SE,3.13,0.0,0.0
2011,9,18,21,28.0,0.0,17.0,1025.0,SE,19.22,0.0,0.0
2012,2,13,3,154.0,-11.0,-6.0,1024.0,NW,1.79,0.0,0.0
2014,11,18,2,121.0,-6.0,-2.0,1030.0,NW,3.57,0.0,0.0
2014,3,30,16,12.0,-9.0,26.0,1013.0,SE,3.13,0.0,0.0
2012,7,11,23,28.0,21.0,23.0,996.0,NW,1.79,0.0,0.0
2010,4,30,10,20.0,-8.0,19.0,1017.0,NW,216.82,0.0,0.0
2012,9,30,23,28.0,9.0,12.0,1016.0,SE,0.89,0.0,0.0
2012,2,6,7,20.0,-20.0,-3.0,1024.0,NW,32.63,0.0,0.0
2012,11,26,19,34.0,-17.0,5.0,1020.0,SE,7.15,0.0,0.0
2013,1,30,16,281.0,-4.0,-2.0,1024.0,cv,0.89,0.0,0.0
2014,7,7,15,182.0,23.0,30.0,1001.0,SE,32.65,0.0,0.0
2013,8,8,5,19.0,19.0,22.0,1000.0,NW,4.47,0.0,0.0
2014,11,24,15,22.0,-13.0,12.0,1025.0,SE,3.13,0.0,0.0
2013,5,10,8,98.0,13.0,16.0,1003.0,cv,4.46,0.0,0.0
2010,9,13,18,121.0,15.0,30.0,1010.0,SE,12.96,0.0,0.0
2011,1,14,19,20.0,-24.0,-5.0,1037.0,NW,138.12,0.0,0.0
2014,9,9,9,27.0,13.0,23.0,1011.0,NW,7.16,0.0,0.0
2012,6,26,16,149.0,21.0,28.0,1009.0,SE,7.15,0.0,0.0
2012,9,28,7,2.0,-3.0,16.0,1019.0,NW,107.29,0.0,0.0
2014,2,22,23,303.0,-4.0,2.0,1032.0,SE,10.73,0.0,0.0
2010,7,30,2,224.0,24.0,27.0,998.0,SE,16.98,0.0,0.0
2014,10,28,1,42.0,0.0,5.0,1030.0,cv,0.89,0.0,0.0
2011,12,3,19,137.0,-6.0,1.0,1027.0,SE,5.37,0.0,0.0
2013,12,20,19,50.0,-16.0,0.0,1035.0,NW,2.68,0.0,0.0
2010,11,21,2,439.0,-1.0,1.0,1008.0,NW,3.13,0.0,0.0
2011,9,2,19,57.0,18.0,24.0,1008.0,SE,13.85,0.0,0.0
2012,7,14,8,23.0,18.0,25.0,1005.0,NE,3.13,0.0,0.0
2011,10,21,2,285.0,10.0,10.0,1021.0,SE,0.89,0.0,0.0
2014,8,11,16,9.0,10.0,34.0,1002.0,SE,3.58,0.0,0.0
2014,11,13,15,25.0,-15.0,12.0,1022.0,NW,32.19,0.0,0.0
2010,6,1,6,86.0,14.0,17.0,1017.0,cv,0.89,0.0,0.0
2014,11,20,0,393.0,0.0,1.0,1019.0,NW,0.89,0.0,0.0
2014,4,5,11,11.0,-18.0,16.0,1024.0,NW,16.55,0.0,0.0
2014,9,15,14,6.0,0.0,29.0,1017.0,NW,3.13,0.0,0.0
2013,11,26,9,17.0,-17.0,3.0,1019.0,NW,6.26,0.0,0.0
2010,2,23,4,117.0,-7.0,-5.0,1011.0,cv,2.23,0.0,0.0
2011,7,3,22,46.0,18.0,30.0,1002.0,SE,17.88,0.0,0.0
2011,6,9,17,67.0,16.0,32.0,1000.0,SE,19.22,0.0,0.0
2010,5,11,13,16.0,2.0,22.0,1015.0,NE,9.84,0.0,0.0
2012,9,14,5,24.0,9.0,10.0,1016.0,NW,18.33,0.0,0.0
2010,7,28,20,194.0,24.0,32.0,997.0,SE,25.92,0.0,0.0
2014,11,15,8,52.0,-6.0,0.0,1029.0,NW,1.79,0.0,0.0
2012,1,22,8,19.0,-26.0,-12.0,1038.0,NE,4.92,0.0,0.0
2012,2,17,21,10.0,-20.0,-5.0,1034.0,NW,313.4,0.0,0.0
2012,2,20,4,162.0,-17.0,-9.0,1021.0,NW,2.68,0.0,0.0
2011,10,11,20,188.0,14.0,16.0,1021.0,SE,19.67,0.0,0.0
2010,5,12,2,40.0,6.0,13.0,1019.0,SE,19.23,0.0,0.0
2010,8,13,19,144.0,25.0,28.0,1000.0,SE,19.22,0.0,1.0
2011,6,4,22,24.0,8.0,22.0,1007.0,cv,0.89,0.0,0.0
2010,4,14,23,76.0,-1.0,8.0,1023.0,SE,39.34,0.0,0.0
2012,12,6,19,106.0,-16.0,-6.0,1022.0,NE,0.89,0.0,0.0
2012,5,10,8,168.0,10.0,21.0,1012.0,NE,1.79,0.0,0.0
2014,4,29,8,113.0,4.0,17.0,1016.0,cv,1.78,0.0,0.0
2013,9,2,0,71.0,15.0,19.0,1014.0,cv,0.89,0.0,0.0
2013,10,8,7,49.0,8.0,13.0,1023.0,cv,2.23,0.0,0.0
2011,1,27,13,17.0,-20.0,-3.0,1042.0,NW,4.02,0.0,0.0
2014,1,14,13,93.0,-24.0,2.0,1033.0,cv,2.67,0.0,0.0
2013,11,18,14,13.0,-20.0,10.0,1025.0,NW,225.33,0.0,0.0
2010,4,6,8,28.0,-14.0,9.0,1028.0,NW,37.1,0.0,0.0
2014,3,30,5,39.0,0.0,8.0,1015.0,NW,4.92,0.0,0.0
2013,10,17,15,131.0,-2.0,18.0,1025.0,SE,19.67,0.0,0.0
2013,4,24,20,18.0,-2.0,17.0,1011.0,NE,8.05,0.0,0.0
2010,12,15,16,24.0,-24.0,-5.0,1030.0,NW,262.4,0.0,0.0
2012,4,11,15,18.0,-11.0,19.0,1013.0,NW,63.48,0.0,0.0
2013,7,5,17,19.0,15.0,35.0,997.0,SE,8.05,0.0,0.0
2012,10,18,8,34.0,4.0,7.0,1019.0,NW,8.49,0.0,0.0
2012,3,13,4,142.0,-12.0,-5.0,1022.0,cv,0.89,0.0,0.0
2011,2,23,22,436.0,-3.0,3.0,1015.0,NW,14.31,0.0,0.0
2010,10,19,11,81.0,7.0,9.0,1028.0,cv,2.67,0.0,0.0
2014,10,7,12,104.0,9.0,18.0,1020.0,cv,2.68,0.0,0.0
2010,4,13,21,47.0,-11.0,4.0,1028.0,SE,3.58,0.0,0.0
2012,2,8,12,21.0,-22.0,0.0,1025.0,NW,25.92,0.0,0.0
2010,7,14,5,103.0,22.0,23.0,1010.0,NE,0.89,0.0,0.0
2014,1,20,6,7.0,-21.0,-3.0,1028.0,NW,114.87,0.0,0.0
2010,1,29,17,42.0,-22.0,5.0,1020.0,NW,78.23,0.0,0.0
2011,6,2,4,45.0,12.0,19.0,1007.0,SE,9.83,0.0,0.0
2010,9,6,6,182.0,19.0,20.0,1011.0,cv,0.45,0.0,0.0
2012,2,26,11,30.0,-18.0,3.0,1030.0,cv,1.79,0.0,0.0
2012,10,21,5,55.0,6.0,12.0,1023.0,cv,2.23,0.0,0.0
2012,4,10,15,56.0,8.0,22.0,1007.0,SE,71.09,0.0,0.0
2012,12,18,0,17.0,-18.0,-6.0,1038.0,NW,160.04,0.0,0.0
2012,4,24,1,183.0,14.0,18.0,1003.0,SE,10.73,0.0,0.0
2012,4,14,7,92.0,6.0,13.0,1008.0,cv,0.9,0.0,0.0
2010,10,9,14,374.0,14.0,20.0,1009.0,SE,3.58,0.0,0.0
2013,9,24,0,30.0,7.0,10.0,1022.0,NW,12.07,0.0,0.0
2013,2,20,8,140.0,-11.0,-8.0,1028.0,NW,0.89,0.0,0.0
2013,7,5,10,25.0,19.0,32.0,999.0,NW,33.97,0.0,0.0
2010,10,4,7,27.0,7.0,9.0,1020.0,NW,15.2,0.0,0.0
2011,12,18,18,88.0,-17.0,-6.0,1031.0,NE,1.79,0.0,0.0
2013,12,16,11,89.0,-14.0,-1.0,1032.0,cv,2.67,0.0,0.0
2012,7,3,0,33.0,17.0,25.0,997.0,cv,0.89,0.0,0.0
2013,10,26,3,39.0,-3.0,4.0,1025.0,NW,14.31,0.0,0.0
2013,10,9,10,114.0,10.0,14.0,1013.0,NE,2.68,0.0,0.0
2011,5,18,8,212.0,15.0,21.0,998.0,SE,4.92,0.0,0.0
2012,9,12,21,21.0,10.0,15.0,1013.0,NW,3.13,0.0,0.0
2014,4,20,10,52.0,2.0,16.0,1018.0,NW,16.99,0.0,0.0
2012,7,5,22,122.0,20.0,22.0,1004.0,NW,4.02,0.0,1.0
2012,7,3,9,21.0,17.0,30.0,997.0,NE,1.79,0.0,0.0
2011,9,20,7,27.0,8.0,11.0,1022.0,NW,14.31,0.0,0.0
2014,2,17,23,41.0,-13.0,-1.0,1036.0,SE,45.15,0.0,0.0
2013,1,27,8,310.0,-9.0,-8.0,1030.0,SE,3.58,0.0,0.0
2011,7,2,20,164.0,23.0,26.0,1000.0,SE,1.79,0.0,0.0
2010,2,12,9,21.0,-22.0,-6.0,1038.0,NE,4.02,0.0,0.0
2013,11,7,19,66.0,-5.0,6.0,1019.0,cv,0.89,0.0,0.0
2012,9,3,11,9.0,11.0,24.0,1013.0,NW,8.04,0.0,0.0
2011,3,2,5,15.0,-15.0,-5.0,1026.0,cv,1.78,0.0,0.0
2012,4,8,3,93.0,-8.0,10.0,1014.0,NW,12.52,0.0,0.0
2012,12,2,15,305.0,-5.0,-3.0,1018.0,SE,1.79,0.0,0.0
2012,9,26,22,55.0,14.0,16.0,1018.0,cv,0.89,0.0,0.0
2012,2,23,11,20.0,-17.0,2.0,1028.0,NE,33.54,0.0,0.0
2014,9,17,12,44.0,12.0,20.0,1021.0,cv,1.78,0.0,0.0
2010,2,18,19,47.0,-20.0,2.0,1021.0,SE,4.92,0.0,0.0
2013,2,8,21,152.0,-13.0,-8.0,1031.0,cv,4.91,0.0,0.0
2013,9,17,13,97.0,17.0,20.0,1014.0,NE,3.13,0.0,4.0
2012,12,8,10,16.0,-28.0,-7.0,1029.0,NW,156.0,0.0,0.0
2012,8,2,15,15.0,20.0,30.0,1007.0,SE,3.58,0.0,0.0
2012,1,29,0,170.0,-12.0,-9.0,1033.0,NE,4.47,0.0,0.0
2011,9,30,15,21.0,-2.0,19.0,1023.0,cv,3.13,0.0,0.0
2013,5,23,22,132.0,16.0,22.0,1009.0,cv,0.89,0.0,0.0
2010,3,24,22,36.0,1.0,2.0,1027.0,SE,4.02,0.0,3.0
2013,7,8,3,64.0,22.0,23.0,1001.0,cv,1.78,0.0,5.0
2010,3,9,23,51.0,-16.0,-2.0,1029.0,SE,1.79,0.0,0.0
2011,1,27,7,19.0,-19.0,-9.0,1043.0,NW,38.45,0.0,0.0
2013,7,8,9,79.0,23.0,25.0,1003.0,NE,1.79,0.0,1.0
2011,11,19,11,9.0,-11.0,7.0,1024.0,NW,77.8,0.0,0.0
2010,3,6,6,19.0,-23.0,-5.0,1035.0,NE,66.16,0.0,0.0
2013,6,27,15,29.0,15.0,34.0,997.0,cv,4.92,0.0,0.0
2014,11,10,8,53.0,-4.0,5.0,1024.0,NW,12.53,0.0,0.0
2014,2,4,16,7.0,-36.0,0.0,1028.0,SE,3.13,0.0,0.0
2012,1,27,21,158.0,-13.0,-6.0,1028.0,SE,19.22,0.0,0.0
2013,8,26,15,30.0,12.0,33.0,1004.0,SE,12.96,0.0,0.0
2014,2,16,19,242.0,-8.0,3.0,1030.0,SE,17.43,0.0,0.0
2011,8,13,17,147.0,25.0,30.0,998.0,SE,45.62,0.0,0.0
2013,1,23,6,417.0,-6.0,-5.0,1020.0,cv,2.67,0.0,0.0
2013,11,24,1,251.0,-4.0,3.0,1019.0,cv,0.89,0.0,0.0
2014,4,10,12,71.0,-4.0,17.0,1023.0,SE,22.35,0.0,0.0
2012,11,28,1,63.0,-20.0,4.0,1014.0,NW,51.86,0.0,0.0
2010,11,19,21,192.0,1.0,5.0,1012.0,cv,0.89,0.0,0.0
2011,11,26,0,337.0,-4.0,-3.0,1024.0,NE,1.78,0.0,0.0
2014,10,14,23,128.0,6.0,9.0,1015.0,cv,4.91,0.0,0.0
2012,9,27,5,50.0,12.0,12.0,1017.0,cv,1.78,0.0,0.0
2014,5,5,5,48.0,-4.0,6.0,1019.0,NE,3.13,0.0,0.0
2011,11,15,5,183.0,-3.0,-1.0,1027.0,cv,1.34,0.0,0.0
2010,1,27,7,140.0,-11.0,-4.0,1015.0,NW,18.79,0.0,0.0
2014,9,8,4,5.0,7.0,18.0,1011.0,cv,0.89,0.0,0.0
2010,11,27,0,43.0,-21.0,7.0,1015.0,NW,27.72,0.0,0.0
2014,6,15,14,105.0,18.0,31.0,1003.0,SE,12.97,0.0,0.0
2013,3,3,11,117.0,-14.0,5.0,1021.0,NW,16.98,0.0,0.0
2014,3,2,2,150.0,-6.0,0.0,1023.0,SE,32.18,0.0,0.0
2012,7,21,9,256.0,25.0,28.0,1004.0,SE,57.25,0.0,0.0
2010,1,2,11,152.0,-8.0,-5.0,1026.0,SE,20.56,0.0,0.0
2011,3,30,12,152.0,-4.0,19.0,1021.0,cv,4.47,0.0,0.0
2013,8,3,13,32.0,16.0,32.0,1003.0,SE,4.92,0.0,0.0
2014,11,16,21,12.0,-7.0,8.0,1029.0,NW,79.12,0.0,0.0
2013,8,24,1,73.0,17.0,22.0,1010.0,NE,1.79,0.0,0.0
2013,3,6,5,200.0,-6.0,2.0,1013.0,NW,16.1,0.0,0.0
2011,9,4,13,63.0,16.0,28.0,1013.0,cv,4.92,0.0,0.0
2012,4,3,18,10.0,-16.0,19.0,1010.0,NW,33.53,0.0,0.0
2011,9,27,11,288.0,16.0,22.0,1018.0,SE,1.79,0.0,0.0
2010,7,14,9,120.0,22.0,25.0,1011.0,cv,1.78,0.0,0.0
2011,4,26,21,63.0,4.0,9.0,1008.0,cv,0.89,0.0,0.0
2010,9,12,19,123.0,14.0,28.0,1009.0,SE,15.65,0.0,0.0
2010,11,7,1,479.0,6.0,8.0,1015.0,NW,5.36,0.0,0.0
2012,9,12,5,6.0,11.0,18.0,1009.0,NW,16.99,0.0,0.0
2010,4,26,17,15.0,-1.0,7.0,1012.0,NW,11.18,0.0,1.0
2012,6,14,4,13.0,13.0,17.0,1003.0,NW,6.26,0.0,0.0
2013,3,21,21,224.0,-1.0,4.0,1009.0,NW,4.02,0.0,0.0
2013,11,17,20,10.0,-19.0,5.0,1027.0,NW,107.29,0.0,0.0
2011,2,25,21,55.0,-11.0,3.0,1031.0,SE,29.95,0.0,0.0
2014,9,27,17,16.0,8.0,24.0,1015.0,SE,3.58,0.0,0.0
2011,6,30,21,213.0,23.0,27.0,1003.0,SE,4.47,0.0,0.0
2013,1,1,9,14.0,-19.0,-5.0,1022.0,NW,13.86,0.0,0.0
2013,4,20,18,75.0,-2.0,14.0,1018.0,SE,21.46,0.0,0.0
2012,10,15,6,98.0,7.0,14.0,1020.0,cv,70.31,0.0,0.0
2013,12,15,8,22.0,-22.0,-2.0,1034.0,NE,13.86,0.0,0.0
2010,3,18,12,179.0,-3.0,2.0,1021.0,SE,1.79,0.0,0.0
2013,5,15,8,90.0,5.0,21.0,1018.0,SE,4.92,0.0,0.0
2013,10,6,6,252.0,10.0,12.0,1023.0,cv,0.89,0.0,0.0
2014,9,16,6,18.0,9.0,12.0,1018.0,NW,8.94,0.0,0.0
2010,1,17,19,250.0,-10.0,-6.0,1027.0,NE,0.89,0.0,0.0
2013,10,7,20,50.0,7.0,17.0,1022.0,NW,3.58,0.0,0.0
2014,4,8,16,158.0,-1.0,25.0,1010.0,SE,16.09,0.0,0.0
2012,11,2,18,190.0,6.0,8.0,1019.0,NE,0.89,0.0,0.0
2014,1,10,15,43.0,-27.0,4.0,1029.0,SE,1.79,0.0,0.0
2010,12,25,17,89.0,-21.0,-6.0,1024.0,SE,1.79,0.0,0.0
2013,12,17,18,39.0,-18.0,-3.0,1034.0,NE,16.1,0.0,0.0
2013,6,29,22,164.0,22.0,23.0,1005.0,NW,1.79,0.0,0.0
2010,2,27,14,95.0,-4.0,0.0,1018.0,SE,3.58,0.0,0.0
2013,10,27,11,197.0,0.0,12.0,1018.0,cv,1.79,0.0,0.0
2013,1,1,16,13.0,-25.0,-6.0,1026.0,NW,71.09,0.0,0.0
2011,1,4,22,46.0,-18.0,-3.0,1028.0,NW,58.56,0.0,0.0
2014,3,4,7,4.0,-10.0,-1.0,1026.0,NW,4.92,0.0,0.0
2011,6,20,0,222.0,18.0,23.0,1006.0,SE,34.85,0.0,0.0
2013,3,17,5,236.0,0.0,4.0,1014.0,cv,3.12,0.0,0.0
2013,12,20,2,40.0,-19.0,-6.0,1033.0,NE,6.26,0.0,0.0
2013,4,3,0,138.0,-2.0,8.0,1011.0,cv,1.78,0.0,0.0
2013,10,4,12,139.0,10.0,19.0,1014.0,SE,1.79,0.0,0.0
2012,3,30,18,13.0,-17.0,11.0,1020.0,NW,311.1,0.0,0.0
2010,11,20,2,389.0,-1.0,1.0,1012.0,NW,2.68,0.0,0.0
2010,12,1,4,239.0,-1.0,1.0,1015.0,cv,4.01,0.0,0.0
2014,7,28,13,101.0,18.0,35.0,1004.0,SE,9.83,0.0,0.0
2011,1,20,23,100.0,-21.0,-9.0,1029.0,cv,4.02,0.0,0.0
2012,1,14,8,39.0,-15.0,-8.0,1027.0,NW,6.71,0.0,0.0
2010,8,22,14,18.0,15.0,28.0,1013.0,SE,3.13,0.0,0.0
2012,5,26,19,31.0,3.0,30.0,1002.0,SE,46.05,0.0,0.0
2013,9,19,17,124.0,18.0,25.0,1011.0,SE,11.17,0.0,0.0
2013,1,21,5,176.0,-6.0,-5.0,1028.0,NW,7.15,0.0,0.0
2013,3,10,11,33.0,-21.0,10.0,1028.0,SE,15.65,0.0,0.0
2012,8,25,14,128.0,15.0,29.0,1011.0,SE,4.02,0.0,0.0
2011,5,8,14,39.0,6.0,20.0,1009.0,SE,25.47,0.0,1.0
2010,5,10,20,8.0,-2.0,17.0,1009.0,NW,122.02,0.0,0.0
2010,12,10,14,25.0,-18.0,4.0,1011.0,NW,86.73,0.0,0.0
2014,8,31,7,85.0,20.0,21.0,1013.0,cv,0.89,0.0,0.0
2013,5,27,10,65.0,15.0,19.0,1009.0,NE,1.79,0.0,0.0
2010,7,2,22,33.0,18.0,28.0,1000.0,cv,0.89,0.0,0.0
2010,8,19,1,106.0,20.0,22.0,1011.0,cv,0.89,0.0,12.0
2011,8,18,2,18.0,19.0,23.0,1009.0,SE,6.71,0.0,0.0
2013,10,3,0,43.0,6.0,10.0,1018.0,NE,1.79,0.0,0.0
2013,7,13,14,93.0,22.0,30.0,1006.0,SE,8.5,0.0,0.0
2012,3,4,2,106.0,-7.0,-1.0,1026.0,NE,0.89,0.0,0.0
2010,11,21,23,24.0,-12.0,0.0,1021.0,NE,0.89,0.0,0.0
2010,12,9,13,215.0,-7.0,4.0,1009.0,SE,5.37,0.0,0.0
2012,11,15,20,113.0,-1.0,4.0,1026.0,NW,4.92,0.0,1.0
2013,2,14,10,15.0,-19.0,1.0,1028.0,NE,51.4,0.0,0.0
2012,4,18,10,145.0,11.0,18.0,1009.0,SE,93.88,0.0,0.0
2011,10,24,14,16.0,-5.0,16.0,1026.0,cv,2.68,0.0,0.0
2010,7,18,19,165.0,24.0,31.0,1004.0,SE,27.26,0.0,0.0
2014,9,11,22,104.0,19.0,20.0,1014.0,NW,3.13,0.0,0.0
