price,review_time,rating,category,verified,brand,title,description,review_text,summary
30.76,2300.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Tom Clancy Page,Tom Clancy's Jack Ryan Books 7-12,Tom Clancy's Jack Ryan Books 7-12,"I have the paperback books but wanted the ""e-versions"" so I tote them around on my iPad.
This is a good buy.",Perfect for the Clancy junkie
5.89,2365.0,4.0,Romance > Contemporary,True,Visit Amazon's Lisa Mondello Page,Her Heart for the Asking,"""4 Stars! Ms. Mondello presents a beguiling story that keeps you turning the pages. Truly a joy to read."" - <i>Susan Mobley</i> -- <i>From the Romantic Times</i>",Young love unfolds in the wake of family illness and turns into a deeper love after an 8 year separation.,Easy read.
20.4,2820.0,4.0,Literature & Fiction > History & Criticism,True,Visit Amazon's Charles Dickens Page,Oliver Twist (Penguin Clothbound Classics),"""The power of [Dickens] is so amazing, that the reader at once becomes his captive, and must follow him whithersoever he leads.""<br>--William Makepeace Thackeray",A classic read from high school English.,Four Stars
9.12,1770.0,5.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's Heather Webber Page,Trouble in Spades: A Nina Quinn Mystery,Webber weaves a wondrous latticework of plotting and characters in her debut mystery. (Mary Daheim),love all the nina quinn books. engaging characters and interesting situations. i would recommend these for people who love mysteries with unique characters,nina quinn mysteries
5.3,2396.0,5.0,Literature & Fiction > Women's Fiction,True,Howard Hughes,World After: Penryn and the End of Days Book Two,World After,Wonderful series of books!  Can't wait until I can buy the others...,World After (Penryn & the End of Days. Book 2)
9.99,1574.0,5.0,Self-Help > Creativity,False,Visit Amazon's Tonya Dawn Recla Page,W.A.R.: The Ultimate Guide to Personal POWER and Safety,"<i>One of the most eye awakening books you'll ever read.<br /> </i>Greg S. Reid, national bestselling author and motivational speaker",Who better to learn these concepts from than someone who has the experience and background to really know what she is talking about? This book delivers on the empowerment promise.,Great book
19.99,2140.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Rea Nolan Martin Page,Mystic Tea,KIRKUS REVIEW,"A well told story about unconventional nuns and the young woman who brings them back to life while healing herself. Fun,inspiring and original, I really enjoyed it.",Wonderful
6.99,2840.0,5.0,"Children's Books > Activities, Crafts & Games",True,Visit Amazon's Kenny Harrison Page,Hide and Seek Harry at the Beach (Hide and Seek Harry Boardbooks),"Toddlers will enjoy outwitting Harry by quickly finding him in the bright, cheerful illustrations, and they will appreciate the culminating expression of friendship and affection.<br />Kirkus Reviews<br /><br />It's hard to play hide and seek when you're a hippo! But Harry tries anyway to delightful results.<br />AM New York",My grandson loved it.,Five Stars
22.5,965.0,4.0,Self-Help > Abuse,False,Visit Amazon's Debbie Williamson Page,Stand,"Stand is a wonderful read, engrossing from beginning to end and one that truly exemplifies a journey of courage and strength --Sylvia Browne","A very straight-forward, touching story. The author did not dress up the writing to elicit pity or make any characters more likable/palatable. Sometimes it felt like the writing was too plain, but I appreciate it because sometimes that is how it comes out when someone is healing.",A touching story.
35.0,1837.0,5.0,Humor & Entertainment > Radio,False,Visit Amazon's J. R. R. Tolkien Page,Hobbit and Lord of the Rings Trilogy - Boxed Set of 4 Books,Box set of JRR Tolkien's incomparable classic,"My mom read this book to me when I was little and 15 years later I decided after the movie came out that I needed to read it again.
It was just as wonderful as the first time. It's a tale for any age, and Tolkien's stories always are brilliantly done.",Wonderful
6.41,2785.0,5.0,Comics & Graphic Novels > Comic Strips,False,Visit Amazon's Bill Watterson Page,Attack of the Deranged Mutant Killer Monster Snow Goons,A new calvin and hobbes adventure...,I love this one...the snow goons are the best ever. I also love the drawing in this strip. Buy it. You'll laugh out loud.,It's Calvin!
22.28,1885.0,4.0,Sports & Outdoors > Individual Sports,True,Ted Archer,"Carved By God, Cursed By the Devil",A true story of running the Sahara Desert.,"Overall, this is a good easy read with a good narrative structure. If you enjoy reading about endurance running, it would be hard to go wrong with this book",Very enjoyable read
7.99,2313.0,5.0,Literature & Fiction > Classics,True,Visit Amazon's Jane Austen Page,Persuasion,[Coralie Bickford-Smith's] recent work for Penguin Classics is...nothing short of glorious --Anna Cole,"She is the queen of the novel form, the first to try POV.  There is nothing I love more than wandering by and paying a visit to her.",It's Jane Austen
12.99,2450.0,5.0,Science Fiction & Fantasy > Fantasy,False,Nathalie Mallet,Death in the Traveling City,"Nathalie Mallet is a Canadian mystery and science fiction/fantasy writer. She grew up in Shippagan, New Brunswick, but now resides in Prince George, British Columbia with her husband and two Scottish terriers.","Another fun series, Mallet grabs and keeps going",Fun series
4.95,2820.0,5.0,Literature & Fiction > Genre Fiction,True,Visit Amazon's Catherine Cookson Page,Katie Mulholland,Book by Catherine Cookson,She is the best.,Five Stars
9.97,2526.0,5.0,Biographies & Memoirs > Professionals & Academics,True,Visit Amazon's Carolyn Jourdan Page,Medicine Men: Extreme Appalachian Doctoring,<strong>PRAISE FOR CAROLYN JOURDAN [Heart in the Right Place]</strong>,"Funny, sad, real!  This book has it all and is a great read.",Five Stars
10.95,2045.0,4.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's Mo Hayder Page,Birdman: A Novel,"This crackling psychological thriller introduces police detective Jack Caffery, who is on the hunt for a serial killer the British tabloids have nicknamed ""The Millennium Ripper.""",Liked the book - very suspenseful.  Leaves you wanting more about the central characters in this series.  I really like the author's character development.,Love the author
53.48,2745.0,5.0,Politics & Social Sciences > Social Sciences,True,Visit Amazon's Vann Nath Page,A Cambodian Prison Portrait.  One Year in the Khmer Rouge's S-21,Text: English (translation),"Very sad story but very well told.  After reading this book, it is difficult to underestimate the tragedy of Democratic Kampuchea.  Vann Nath was a good soul.",Very sad story but very well told
14.84,2742.0,4.0,"Crafts, Hobbies & Home > Pets & Animal Care",True,Visit Amazon's Alexandra Horowitz Page,"Inside of a Dog: What Dogs See, Smell, and Know","""Essential...for pet owners and students of animal behavior who have followed developments in the emerging field of comparative psychology."" ---Library Journal Starred Review",Some parts need to be better elaborated and the drawbacks to authors experience with her dog is often irrelevant,Good for starters
9.43,2134.0,5.0,Children's Books > Growing Up & Facts of Life,True,Visit Amazon's Carol McCloud Page,Growing Up with a Bucket Full of Happiness: Three Rules for a Happier Life,"This is a sequel to the first bucketfilling book, <i>Have You Filled a Bucket Today?.</i>",Great advice for both children and adults.  I wish everyone would read this and maybe we would have nicer people in the world.,Bucket full of happiness
7.65,2425.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Lynsay Sands Page,Vampire Most Wanted: An Argeneau Novel (Argeneau Vampire),"Sands easily holds the readers attention with the right mix of sexual tension and romantic misunderstanding plus a clever, engaging overarching history that offers an intriguing backbone to the series. Sexy and captivating, mingling darkness and humor. (Kirkus Reviews)",Great reading!,Five Stars
10.91,1806.0,5.0,Literature & Fiction > United States,True,Visit Amazon's Susan Elizabeth Phillips Page,"Lady Be Good: A Novel (Wynette, Texas)",“Susan Elizabeth Phillips writes a story that wraps around your heart and doesn’t let go.” (Oakland Press)<br /><br />“A considerable talent.” (Detroit Free Press)<br /><br />“An unforgettable read.” (Library Journal),The product delivery was good. The product was what was advertised. The price for the product was good. No problems or issues.,Lady Be Good
28.8,2106.0,5.0,"Mystery, Thriller & Suspense > Thrillers & Suspense",True,Visit Amazon's Vince Flynn Page,Kill Shot (The Mitch Rapp Series),Vince Flynn's fifteen thrillers have been published in twenty countries. Visit his website at www.vinceflynn.com.,"Another excellent installment in the Mitch Rapp series. Fast, exciting plot that compels you to read fast to conclusion. Flynn fans will not be disappointed. Highly recommended.",Kill Shot hits the bullseye
12.99,2839.0,5.0,Computers & Technology > Hardware & DIY,True,Visit Amazon's David A. Patterson Page,Computer Organization and Design: The Hardware/Software Interface- Text Only,This is a revision of the classic introduction to the field for all computer scientists and engineers. It includes improved examples of current architectures and updated pipelining and memory chapters to address modern processors.,Amazon rental is a great value.,Five Stars
14.99,2017.0,3.0,"Mystery, Thriller & Suspense > Mystery",True,Visit Amazon's Joan Rylen Page,Getaway Girlz,"Getaway Girlz was named one of ""20 recent releases, worthy of attention..."" by Maggie Galehouse of the Houston Chronicle.","It takes a really good writer to write a southern/Texan drawl in a novel so one does not hurl.  This book lacks knack.  Even so, it was a good fast read, totally unbelievable, but still a good read.",Not Sure?
10.98,2821.0,3.0,Arts & Photography > Performing Arts,True,Visit Amazon's Stephen Fry Page,Moab Is My Washpot,"A memoir that tells how, sent to a boarding school 200 miles from home at the age of seven, the author survived beatings, misery, love, ecstasy, carnal violation, expulsion, imprisonment, criminal conviction, probation and catastrophe to emerge, at eighteen, ready to try and face the world in which he had always felt a stranger.",Not very interesting,Stephen Fry again
2.99,2077.0,5.0,Literature & Fiction > Genre Fiction,True,Tatiana De Rosnay,Sarah's Key,Unusual book,Lives intertwined from the past and present.  A Holocaust survivor's story comes to life through the eyes of a journalist's eyes in modern day Paris.,Heartbreaking....
11.99,2365.0,2.0,Romance > Paranormal,True,Visit Amazon's Celia Kyle Page,All Roar and No Bite (Grayslake) (Volume 2),<b>The GRAYSLAKE series:</b>,"The story line was ok. But i found myself just flipping pages to get thru the very long sex scienes.
I liked the girl and the bear, but the need to go straight to bed was forced. No i will
 Not buy more from this author. .",could use more store to sex ratio
